,round,reward,ticks
903,903,12.0,143
904,904,11.0,118
905,905,9.0,121
906,906,15.0,140
907,907,18.0,163
908,908,12.0,123
909,909,18.0,174
910,910,6.0,140
911,911,16.0,156
912,912,12.0,118
913,913,15.0,142
914,914,10.0,124
915,915,9.0,135
916,916,13.0,145
917,917,10.0,151
918,918,22.0,197
919,919,22.0,178
920,920,13.0,150
921,921,8.0,85
922,922,14.0,164
923,923,13.0,142
924,924,18.0,151
925,925,19.0,131
926,926,13.0,139
927,927,14.0,118
928,928,16.0,127
929,929,9.0,148
930,930,12.0,98
931,931,10.0,129
932,932,9.0,142
933,933,26.0,166
934,934,12.0,88
935,935,20.0,121
936,936,14.0,144
937,937,50.0,427
938,938,11.0,125
939,939,6.0,50
940,940,19.0,140
941,941,8.0,89
942,942,8.0,145
943,943,10.0,132
944,944,23.0,178
945,945,23.0,162
946,946,13.0,127
947,947,9.0,127
948,948,18.0,145
949,949,13.0,121
950,950,19.0,177
951,951,13.0,147
952,952,17.0,135
953,953,13.0,130
954,954,9.0,103
955,955,8.0,81
956,956,14.0,133
957,957,14.0,155
958,958,17.0,152
959,959,12.0,124
960,960,24.0,192
961,961,16.0,145
962,962,16.0,138
963,963,11.0,142
964,964,8.0,136
965,965,5.0,136
966,966,14.0,132
967,967,19.0,143
968,968,11.0,137
969,969,27.0,225
970,970,9.0,138
971,971,9.0,136
972,972,12.0,118
973,973,21.0,160
974,974,7.0,74
975,975,12.0,144
976,976,23.0,150
977,977,26.0,233
978,978,12.0,119
979,979,16.0,152
980,980,6.0,56
981,981,22.0,161
982,982,12.0,118
983,983,18.0,134
984,984,6.0,50
985,985,9.0,114
986,986,14.0,121
987,987,13.0,133
988,988,12.0,127
989,989,19.0,118
990,990,23.0,169
991,991,17.0,134
992,992,15.0,145
993,993,17.0,134
994,994,21.0,206
995,995,13.0,118
996,996,22.0,176
997,997,18.0,165
998,998,11.0,136
999,999,9.0,71
1000,1000,19.0,149
1001,1001,20.0,134
1002,1002,5.0,138
1003,1003,9.0,107
1004,1004,18.0,118
1005,1005,18.0,181
1006,1006,19.0,138
1007,1007,14.0,124
1008,1008,12.0,102
1009,1009,16.0,130
1010,1010,13.0,72
1011,1011,17.0,140
1012,1012,36.0,289
1013,1013,16.0,127
1014,1014,12.0,133
1015,1015,9.0,136
1016,1016,13.0,138
1017,1017,16.0,150
1018,1018,12.0,140
1019,1019,14.0,133
1020,1020,13.0,121
1021,1021,10.0,136
1022,1022,21.0,173
1023,1023,19.0,145
1024,1024,10.0,155
1025,1025,9.0,77
1026,1026,21.0,136
1027,1027,19.0,155
1028,1028,9.0,86
1029,1029,13.0,116
1030,1030,18.0,170
1031,1031,11.0,132
1032,1032,14.0,88
1033,1033,17.0,139
1034,1034,19.0,133
1035,1035,17.0,184
1036,1036,16.0,90
1037,1037,13.0,169
1038,1038,18.0,175
1039,1039,22.0,185
1040,1040,14.0,104
1041,1041,22.0,185
1042,1042,22.0,176
1043,1043,23.0,219
1044,1044,14.0,133
1045,1045,14.0,121
1046,1046,23.0,190
1047,1047,12.0,140
1048,1048,12.0,144
1049,1049,18.0,165
1050,1050,16.0,147
1051,1051,10.0,88
1052,1052,12.0,145
1053,1053,9.0,78
1054,1054,22.0,162
1055,1055,10.0,84
1056,1056,14.0,141
1057,1057,11.0,136
1058,1058,15.0,121
1059,1059,6.0,54
1060,1060,26.0,207
1061,1061,12.0,144
1062,1062,13.0,100
1063,1063,16.0,118
1064,1064,11.0,127
1065,1065,16.0,121
1066,1066,21.0,157
1067,1067,18.0,153
1068,1068,12.0,138
1069,1069,14.0,105
1070,1070,16.0,152
1071,1071,3.0,91
1072,1072,18.0,171
1073,1073,10.0,87
1074,1074,11.0,114
1075,1075,9.0,137
1076,1076,13.0,124
1077,1077,10.0,121
1078,1078,17.0,169
1079,1079,11.0,127
1080,1080,11.0,164
1081,1081,20.0,171
1082,1082,11.0,108
1083,1083,15.0,158
1084,1084,11.0,118
1085,1085,13.0,122
1086,1086,13.0,153
1087,1087,9.0,136
1088,1088,14.0,129
1089,1089,11.0,118
1090,1090,15.0,131
1091,1091,18.0,145
1092,1092,11.0,130
1093,1093,13.0,147
1094,1094,19.0,151
1095,1095,13.0,121
1096,1096,14.0,136
1097,1097,19.0,135
1098,1098,15.0,129
1099,1099,10.0,118
1100,1100,26.0,200
1101,1101,17.0,175
1102,1102,12.0,133
1103,1103,19.0,150
1104,1104,9.0,88
1105,1105,17.0,112
1106,1106,17.0,134
1107,1107,22.0,175
1108,1108,20.0,133
1109,1109,19.0,158
1110,1110,9.0,155
1111,1111,21.0,265
1112,1112,8.0,61
1113,1113,19.0,185
1114,1114,30.0,225
1115,1115,13.0,139
1116,1116,21.0,223
1117,1117,34.0,306
1118,1118,16.0,146
1119,1119,13.0,149
1120,1120,6.0,54
1121,1121,9.0,118
1122,1122,11.0,117
1123,1123,12.0,147
1124,1124,17.0,133
1125,1125,15.0,168
1126,1126,4.0,69
1127,1127,19.0,118
1128,1128,21.0,169
1129,1129,22.0,194
1130,1130,15.0,131
1131,1131,19.0,189
1132,1132,9.0,148
1133,1133,12.0,118
1134,1134,13.0,118
1135,1135,4.0,86
1136,1136,20.0,199
1137,1137,14.0,136
1138,1138,19.0,150
1139,1139,13.0,134
1140,1140,11.0,151
1141,1141,23.0,172
1142,1142,6.0,128
1143,1143,8.0,136
1144,1144,25.0,174
1145,1145,16.0,139
1146,1146,13.0,86
1147,1147,27.0,262
1148,1148,14.0,109
1149,1149,9.0,80
1150,1150,17.0,145
1151,1151,12.0,108
1152,1152,24.0,165
1153,1153,14.0,154
1154,1154,10.0,128
1155,1155,18.0,126
1156,1156,14.0,102
1157,1157,14.0,161
1158,1158,20.0,225
1159,1159,24.0,161
1160,1160,13.0,192
1161,1161,14.0,125
1162,1162,16.0,171
1163,1163,9.0,129
1164,1164,10.0,130
1165,1165,18.0,142
1166,1166,19.0,137
1167,1167,9.0,118
1168,1168,33.0,238
1169,1169,23.0,169
1170,1170,16.0,140
1171,1171,14.0,131
1172,1172,21.0,138
1173,1173,15.0,124
1174,1174,11.0,133
1175,1175,18.0,143
1176,1176,8.0,70
1177,1177,14.0,164
1178,1178,16.0,139
1179,1179,12.0,118
1180,1180,35.0,253
1181,1181,16.0,172
1182,1182,15.0,124
1183,1183,25.0,169
1184,1184,23.0,170
1185,1185,18.0,143
1186,1186,17.0,168
1187,1187,25.0,215
1188,1188,34.0,281
1189,1189,5.0,134
1190,1190,13.0,119
1191,1191,8.0,118
1192,1192,10.0,85
1193,1193,7.0,135
1194,1194,15.0,123
1195,1195,12.0,118
1196,1196,7.0,143
1197,1197,15.0,141
1198,1198,4.0,44
1199,1199,8.0,108
