,round,reward,ticks
1188,1188,5.0,118
1189,1189,11.0,134
1190,1190,19.0,182
1191,1191,45.0,422
1192,1192,14.0,138
1193,1193,21.0,166
1194,1194,25.0,182
1195,1195,47.0,358
1196,1196,4.0,64
1197,1197,23.0,166
1198,1198,27.0,182
1199,1199,53.0,414
